District,Site,Site_Type,Site_EQHazardLevel,Site_EQRiskLevel,Site_Soil,Site_Liquefaction,Site_GroundMotionPercentile,Site_HasGeotechnicalStudy,Site_ShearWaveVelocity,Building,Building_Type,Building_HasEvaluation,Building_YearBuilt,BuildingArea_Name,BuildingArea_YearBuilt,BuildingArea_CodeYear,BuildingArea_NumberOfFloors,BuildingArea_ConstructionType,BuildingArea_VerticalIrregularity,BuildingArea_HorizontalIrregularity,BuildingArea_ExistingRisk,BuildingArea_HasRetrofit,BuildingArea_RetrofitRisk,BuildingArea_CodeRisk
Snoqualmie Valley,Fall City Elementary School,Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,45,No,,Main Building,Elementary School - Single Story,Yes,1962,1968 Bldg,1968,1997,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,Yes,Low,No,Low,Low
Snoqualmie Valley,Fall City Elementary School,Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,45,No,,Main Building,Elementary School - Single Story,Yes,1962,1982 Bldg,1982,1997,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,Yes,Low,No,Low,Low
Snoqualmie Valley,Mount Si High School (new),High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,High School - Multi-Story,Yes,2019,Main Area,2019,2003-Present,3,Steel Braced Frame,None,Yes,Low,No,,
Snoqualmie Valley,North Bend Elementary School,Elementary School - Rural,High,High,Firm Soil - Soft Soil,Moderate to High,39,No,,East Wing,Classroom Building - Slabs On Grade,Yes,1968,Main Area,1968,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Snoqualmie Valley,North Bend Elementary School,Elementary School - Rural,High,High,Firm Soil - Soft Soil,Moderate to High,39,No,,Gymnasium,Gymnasium,Yes,1968,Main Area,1968,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Snoqualmie Valley,North Bend Elementary School,Elementary School - Rural,High,High,Firm Soil - Soft Soil,Moderate to High,39,No,,Main Building,Elementary School - Single Story,Yes,1962,1962 Bldg,1962,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,High,No,Low,Low
Snoqualmie Valley,North Bend Elementary School,Elementary School - Rural,High,High,Firm Soil - Soft Soil,Moderate to High,39,No,,Main Building,Elementary School - Single Story,Yes,1962,1967 Bldg,1967,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,High,No,Low,Low
Snoqualmie Valley,Snoqualmie Elementary School,Elementary School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Covered Play,Covered Play,Yes,1985,Main Area,1985,1976-1985,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,Low,No,Low,Low
Snoqualmie Valley,Snoqualmie Elementary School,Elementary School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,Elementary School - Single Story,Yes,1968,1968 Bldg,1968,1997,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,Low,No,Low,Low
Snoqualmie Valley,Snoqualmie Elementary School,Elementary School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,Elementary School - Single Story,Yes,1968,1985 Bldg,1985,1997,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,Low,No,Low,Low
Snoqualmie Valley,Snoqualmie Elementary School,Elementary School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,Elementary School - Single Story,Yes,1968,Gym Addition,2018,2003-Present,2,Steel Braced Frame,None,None,Low,No,,
Snoqualmie Valley,Snoqualmie Middle School,Middle/Junior High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Gym Building,Gymnasium,Yes,1972,Main Area,1972,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Low,No,Low,Low
Snoqualmie Valley,Snoqualmie Middle School,Middle/Junior High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,High School - Single Story,Yes,1972,1972 Bldg,1972,1988-1991,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,Low,No,Low,Low
Snoqualmie Valley,Snoqualmie Middle School,Middle/Junior High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,High School - Single Story,Yes,1972,1977 Bldg,1977,1988-1991,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,Low,No,Low,Low
Snoqualmie Valley,Snoqualmie Middle School,Middle/Junior High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,High School - Single Story,Yes,1972,courtyard infill,2012,2003-Present,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,Low,No,,
Snoqualmie Valley,Timber Ridge Elementary School,Elementary School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,51,No,,Main Building,Elementary School - Single Story,Yes,2016,Main Area,2016,2003-Present,1,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Low,No,,
Snoqualmie Valley,Twin Falls Middle School,Middle/Junior High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,38,No,,Main Building,Middle/Junior High School - Single Story,Yes,2008,Main Area,2008,2003-Present,1,Steel Braced Frame,None,None,Low,No,,
Soap Lake,Rise Academy Alternative High School,High School - Rural,Low,,Rock,Very Low,7,No,,Rise Academy (Smokiam) #1518,Classroom Building - Multi-Story,No,1952,Main Area,1952,<1973,,,,,,No,,
Soap Lake,Soap Lake Elementary School,Elementary School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,25,No,,Elementary School,Elementary School - Multi-Story,No,2000,Main Area,2000,Unknown,1,,,,,No,,
Soap Lake,Soap Lake Middle and High School,Junior/Senior High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,25,No,,Soap Lake Middle and High School,Junior/Senior High School - Multi-Story,No,1958,Addition,2000,Unknown,1,,,,,No,,
Soap Lake,Soap Lake Middle and High School,Junior/Senior High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,25,No,,Soap Lake Middle and High School,Junior/Senior High School - Multi-Story,No,1958,Original ,1958,<1973,1,,,,,No,,
South Bend,Chauncey Davis Elementary School (old),Elementary School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,82,No,,Chauncy Davis Elementary,Elementary School - Single Story,No,1951,1,1953,<1973,1,,,,,No,,
South Bend,Chauncey Davis Elementary School (old),Elementary School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,82,No,,Chauncy Davis Elementary,Elementary School - Single Story,No,1951,10-Lib. at Jr/Sr HS,1968,<1973,1,,,,,No,,
South Bend,Chauncey Davis Elementary School (old),Elementary School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,82,No,,Chauncy Davis Elementary,Elementary School - Single Story,No,1951,11,2001,Unknown,1,,,,,No,,
South Bend,Chauncey Davis Elementary School (old),Elementary School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,82,No,,Chauncy Davis Elementary,Elementary School - Single Story,No,1951,9-Feb,1951,<1973,1,,,,,No,,
South Bend,Chauncey Davis Elementary School (old),Elementary School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,82,No,,Covered Play,Covered Play,No,2009,Main Area,2009,2003-Present,1,,,,,No,,
South Bend,South Bend Jr/Sr High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,82,Yes,109,Koplitz Field House,Stadium,Yes,1950,1995 Additions,1995,Unknown,,,,,,No,,
South Bend,South Bend Jr/Sr High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,82,Yes,109,Koplitz Field House,Stadium,Yes,1950,Main Area,1953,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Very High,No,Low,Low
South Bend,South Bend Jr/Sr High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,82,Yes,109,Main Building High School,High School - Single Story,No,1968,Main Area,1968,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
South Bend,South Bend Jr/Sr High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,82,Yes,109,Vocational Building,Classroom Building - Slabs On Grade,Yes,1954,Main Area,1954,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Very High,No,Low,Low
South Kitsap,Burley Glenwood Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1978,Main Area,1978,Unknown,1,,,,,No,,
South Kitsap,Cedar Heights Junior High School,High School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,97,No,,Main Building,Classroom Building - Multi-Story,No,1968,Main Bldg. A,1968,<1973,,,,,,No,,
South Kitsap,Cedar Heights Junior High School,High School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,97,No,,Main Building,Classroom Building - Multi-Story,No,1968,Main Bldg. B (Add),1973,Unknown,,,,,,No,,
South Kitsap,East Port Orchard Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Covered Play 1,Covered Play,No,1972,Covered Play 1,1972,<1973,,,,,,No,,
South Kitsap,East Port Orchard Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Covered Play 2,Covered Play,No,1972,Covered Play 2,1972,<1973,,,,,,No,,
South Kitsap,East Port Orchard Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,EPO Main Building,Classroom Building - Slabs On Grade,No,1972,Main Building,1972,<1973,1,,,,,No,,
South Kitsap,East Port Orchard Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,EPO Main Building,Classroom Building - Slabs On Grade,No,1972,Main Building - Mod.,1990,Unknown,1,,,,,No,,
South Kitsap,Hidden Creek Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1990,Main Area,1990,Unknown,1,,,,,No,,
South Kitsap,John Sedgwick Junior High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Multi-Story,No,1982,Main Area,1982,Unknown,,,,,,No,,
South Kitsap,Madrona Heights School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Madrona Heights School Main Bldg,Classroom Building - Slabs On Grade,No,1973,Main Area,1973,Unknown,1,,,,,No,,
South Kitsap,Manchester Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1979,Main - Addition,1989,Unknown,1,,,,,No,,
South Kitsap,Manchester Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1979,Main Building,1979,Unknown,1,,,,,No,,
South Kitsap,Marcus Whitman Junior High School,High School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Very Low to Low,97,No,,Marcus Whitman Junior High School Building,Middle/Junior High School - Multi-Story,No,1979,Main Area,1979,Unknown,,,,,,No,,
South Kitsap,Mullenix Ridge Elementary School,Elementary School - Rural,High,,Firm Soil - Soft Soil,Low to Moderate,89,No,,Main Building,Classroom Building - Slabs On Grade,No,1990,Main Area,1990,Unknown,1,,,,,No,,
South Kitsap,Olalla Elementary School,Elementary School - Rural,High,,Firm Soil - Soft Soil,Low to Moderate,87,No,,Main Building,Classroom Building - Slabs On Grade,No,1954,Main - Addition,1966,<1973,1,,,,,No,,
South Kitsap,Olalla Elementary School,Elementary School - Rural,High,,Firm Soil - Soft Soil,Low to Moderate,87,No,,Main Building,Classroom Building - Slabs On Grade,No,1954,Main - Addition,1973,Unknown,1,,,,,No,,
South Kitsap,Olalla Elementary School,Elementary School - Rural,High,,Firm Soil - Soft Soil,Low to Moderate,87,No,,Main Building,Classroom Building - Slabs On Grade,No,1954,Main - Addition,1978,Unknown,1,,,,,No,,
South Kitsap,Olalla Elementary School,Elementary School - Rural,High,,Firm Soil - Soft Soil,Low to Moderate,87,No,,Main Building,Classroom Building - Slabs On Grade,No,1954,Main Building,1954,<1973,1,,,,,No,,
South Kitsap,Orchard Heights Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Building #1 (East Wing),Classroom Building - Slabs On Grade,No,1945,Main Area,1945,<1973,1,,,,,No,,
South Kitsap,Orchard Heights Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Building #2 (West Wing),Classroom Building - Slabs On Grade,No,1945,Main Area,1945,<1973,1,,,,,No,,
South Kitsap,Orchard Heights Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Building #3 (Main Building),Classroom Building - Slabs On Grade,No,1975,Main Area,1975,Unknown,1,,,,,No,,
South Kitsap,Sidney Glen Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1990,Main Area,1990,Unknown,1,,,,,No,,
South Kitsap,South Colby Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Breezeway Building,Classroom Building - Slabs On Grade,No,1956,Main Area,1956,<1973,1,,,,,No,,
South Kitsap,South Colby Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Library Building,Library,No,1974,Main Area,1974,Unknown,1,,,,,No,,
South Kitsap,South Colby Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1958,Covered Play,1958,<1973,1,,,,,No,,
South Kitsap,South Colby Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1958,Main Bldg.,1958,<1973,1,,,,,No,,
South Kitsap,South Colby Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1958,Main Bldg.- Addition,1966,<1973,1,,,,,No,,
South Kitsap,South Kitsap High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Multi-Story,No,1962,Bldg. A - Main 2,1962,<1973,,,,,,No,,
South Kitsap,South Kitsap High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Multi-Story,No,1962,Bldg. A - Upper,1978,Unknown,,,,,,No,,
South Kitsap,South Kitsap High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Multi-Story,No,1962,Bldg. B&C - Lower,1977,Unknown,,,,,,No,,
South Kitsap,South Kitsap High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Pool,Pool,No,1978,Main Area,1978,Unknown,1,,,,,No,,
South Kitsap,Sunnyslope Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Covered Play ,Covered Play,No,1979,Covered Play ,1979,Unknown,,,,,,No,,
South Kitsap,Sunnyslope Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Four-Plex Classroom Building,Classroom Building - Crawl Space,No,2019,Main Area,2019,2003-Present,,,,,,No,,
South Kitsap,Sunnyslope Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1979,Main Building,1979,Unknown,1,,,,,No,,
South Kitsap,Sunnyslope Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,97,No,,Main Building,Classroom Building - Slabs On Grade,No,1979,Main Building - Add.,1989,Unknown,1,,,,,No,,
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,A - Main Building,Administrative,Yes,1941,Main Area,1941,<1973,1,"Wood, Light Frame",Severe,Yes,High,No,Low,Low
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,B - Library Building,Library,Yes,1935,Main Area,1935,<1973,,"Wood, Light Frame",Severe,Yes,,No,,
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,C - Auditorium Building,Auditorium/Theater,Yes,1960,Main Area,1960,<1973,1,"Wood, Light Frame",Severe,None,Moderate,No,Low,Low
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,D - Spencer Building,Classroom Building - Slabs On Grade,Yes,1954,Main Area,1954,<1973,1,"Wood, Light Frame",Severe,None,Moderate,No,Low,Low
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,E - Gymnasium/Cafeteria,Cafeteria/Kitchen,Yes,1949,Main Area,1949,<1973,,Concrete Shear Walls,Severe,Yes,,No,,
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,F - Cooler building,Gymnasium,Yes,1962,Main Area,1962,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,Yes,Very High,No,Low,Low
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,G - Gymnasium Addition,Classroom Building - Slabs On Grade,Yes,1995,Main Area,1995,Unknown,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,None,Moderate,No,Low,Low
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,Greenhouse Building,Greenhouse,No,1989,Main Area,1989,Unknown,1,,,,,No,,
South Whidbey,Langley Middle School,Middle/Junior High School - Rural,Moderate,Very High,Firm Soil - Soft Soil,Low to Moderate,62,No,,H - Spencer Building Addition,Classroom Building - Slabs On Grade,Yes,1995,Main Area,1995,Unknown,1,"Wood, Light Frame",Severe,None,Low,No,Low,Low
South Whidbey,Old Bayview School,High School - Rural,Moderate,,Firm Soil - Soft Soil,Low to Moderate,69,No,,Main Building,Administrative,No,1895,Main Area,1895,<1973,,"Wood, Light Frame",Severe,None,,No,,
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,A- Classrooms,Classroom Building - Slabs On Grade,Yes,1969,Main Area,1969,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Very High,No,Low,Low
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,B - Playshed,Covered Play,Yes,1969,Main Area,1969,<1973,1,Steel Frame with Unreinforced Masonry Infill Walls,Severe,Yes,Very High,Yes,Low,Low
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,C - Classrooms/Admin,Classroom Building - Slabs On Grade,Yes,1969,Main Area,1969,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Very High,No,Low,Low
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,D - WIA Office/Classrooms,Classroom Building - Slabs On Grade,Yes,1969,Main Area,1969,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Very High,No,Low,Low
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,E - Classrooms,Classroom Building - Slabs On Grade,Yes,1969,Main Area,1969,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Yes,None,Very High,No,Low,Low
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,F - Multipurpose,Commons,Yes,1969,Main Area,1969,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",Yes,Yes,Very High,No,Low,Low
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,F - Multipurpose,Commons,Yes,1969,Main Area,1996,Unknown,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,Yes,Moderate,No,Low,Low
South Whidbey,South Whidbey Grades 5 & 6 - (Formerly S. Whid. Primary),Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,87,Yes,460,G - Library/Board Room,Library,Yes,1996,Main Area,1996,Unknown,1,,Severe,None,,No,,
South Whidbey,South Whidbey Grades K-4,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,87,Yes,456,Main Building,Administrative,Yes,1988,Main Area,1988,1976-1985,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,Moderate,No,Low,Low
South Whidbey,South Whidbey Grades K-4,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,87,Yes,456,North Covered Play,Covered Play,No,1988,covered play ,1988,Unknown,1,,,,,No,,
South Whidbey,South Whidbey Grades K-4,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,87,Yes,456,South Covered Play,Covered Play,No,1995,south covered play,1988,Unknown,1,,,,,No,,
South Whidbey,South Whidbey High School/Middle School Campus,Junior/Senior High School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,88,No,,1997 Addition,Classroom Building - Multi-Story,No,1997,Main Area,1997,Unknown,,Steel Braced Frame,Severe,Yes,,No,,
South Whidbey,South Whidbey High School/Middle School Campus,Junior/Senior High School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,88,No,,Main Building,Classroom Building - Multi-Story,No,1989,Main Area,1981,Unknown,,Steel Braced Frame,Severe,Yes,,No,,
Southside,Southside Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,92,No,,Gymnasium Building,Gymnasium,No,1967,Community,2005,2003-Present,1,,,,,No,,
Southside,Southside Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,92,No,,Gymnasium Building,Gymnasium,No,1967,Original,1967,<1973,1,,,,,No,,
Southside,Southside Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,92,No,,Main Building,Classroom Building - Slabs On Grade,No,1994,05 Main,2005,2003-Present,1,,,,,No,,
Southside,Southside Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,92,No,,Main Building,Classroom Building - Slabs On Grade,No,1994,94 Main,1994,Unknown,1,,,,,No,,
Southside,Southside Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,92,No,,Primary Building,Classroom Building - Slabs On Grade,No,1956,Main Area,1956,<1973,1,,,,,No,,
Spokane,Adams Elementary School,Elementary School - Urban,Low,Low,Rock,Very Low,0,Yes,553,Main Building,Elementary School - Multi-Story,Yes,1910,Main Area,1910,<1973,3,Unreinforced Masonry Bearing Walls,None,None,Low,No,Low,Low
Spokane,Adams Elementary School,Elementary School - Urban,Low,Low,Rock,Very Low,0,Yes,553,Main Building,Elementary School - Multi-Story,Yes,1910,Main Area,1917,<1973,3,Unreinforced Masonry Bearing Walls,None,None,Low,No,Low,Low
Spokane,Adams Elementary School,Elementary School - Urban,Low,Low,Rock,Very Low,0,Yes,553,Main Building,Elementary School - Multi-Story,Yes,1910,Main Area,1948,<1973,3,Unreinforced Masonry Bearing Walls,Moderate,None,Low,No,Low,Low
Spokane,Annex at North Central,Middle/Junior High School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,No,,1956 Annex,Middle/Junior High School - Single Story,No,1956,Main Area,1956,<1973,,,,,,No,,
Spokane,Arlington Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,4,No,,Main Building,Elementary School - Multi-Story,No,1980,Original,1980,Unknown,1,,,,,No,,
Spokane,Arlington Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,4,No,,Main Building,Elementary School - Multi-Story,No,1980,Storage,2006,2003-Present,1,,,,,No,,
Spokane,Audubon Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,Yes,422,Main Building,Elementary School - Multi-Story,Yes,1980,Addition 1992,1992,Unknown,,,,,,No,,
Spokane,Audubon Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,Yes,422,Main Building,Elementary School - Multi-Story,Yes,1980,Main Area,1980,1976-1985,2,Steel Braced Frame,None,None,Low,No,Low,Low
Spokane,Audubon Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,Yes,422,Main Building,Elementary School - Multi-Story,Yes,1980,Storage,2005,2003-Present,,,,,,No,,
Spokane,Balboa Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,No,,Main Building ,Elementary School - Single Story,No,1960,Addition 1962,1962,<1973,1,,,,,No,,
Spokane,Balboa Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,No,,Main Building ,Elementary School - Single Story,No,1960,Original,1960,<1973,1,,,,,No,,
Spokane,Bancroft (The Community School),K-12 - Urban,Low,,Rock,Very Low,0,Yes,461,Main Building,Elementary School - Single Story,No,1954,Addition 1960,1960,<1973,1,Unreinforced Masonry Bearing Walls,None,None,Low,No,Low,Low
Spokane,Bancroft (The Community School),K-12 - Urban,Low,,Rock,Very Low,0,Yes,461,Main Building,Elementary School - Single Story,No,1954,Original,1954,<1973,1,,,,,No,,
Spokane,Bemiss Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,3,No,,Main Building,Elementary School - Multi-Story,No,1980,Addition 1987,1987,Unknown,1,,,,,No,,
Spokane,Bemiss Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,3,No,,Main Building,Elementary School - Multi-Story,No,1980,Original,1980,Unknown,1,,,,,No,,
Spokane,Bemiss Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,3,No,,Main Building,Elementary School - Multi-Story,No,1980,Storage,2006,2003-Present,1,,,,,No,,
Spokane,Browne Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,No,,Main Building - 2218,Elementary School - Multi-Story,No,2000,Main Area,2000,Unknown,,,,,,No,,
Spokane,Bryant,K-12 - Urban,Low,Low,Rock,Very Low,0,Yes,389,Main Building,Elementary School - Single Story,No,1960,Main Area,1960,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Low,No,Low,Low
Spokane,Chase Middle School,High School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,2,No,,Main Building - 4457,Middle/Junior High School - Multi-Story,No,1994,Main Area,1994,Unknown,,,,,,No,,
Spokane,Cooper Elementary School,Elementary School - Urban,Low,,Very Dense Soil and Soft Rock,Very Low,3,No,,Main Building,Elementary School - Multi-Story,No,1980,Addition 1987,1987,Unknown,1,,,,,No,,
