District,Site,Site_Type,Site_EQHazardLevel,Site_EQRiskLevel,Site_Soil,Site_Liquefaction,Site_GroundMotionPercentile,Site_HasGeotechnicalStudy,Site_ShearWaveVelocity,Building,Building_Type,Building_HasEvaluation,Building_YearBuilt,BuildingArea_Name,BuildingArea_YearBuilt,BuildingArea_CodeYear,BuildingArea_NumberOfFloors,BuildingArea_ConstructionType,BuildingArea_VerticalIrregularity,BuildingArea_HorizontalIrregularity,BuildingArea_ExistingRisk,BuildingArea_HasRetrofit,BuildingArea_RetrofitRisk,BuildingArea_CodeRisk
Renton,Lindbergh Senior High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,81.0,Yes,397.0,"Gym/Gym Add/Boiler - AA Areas 1,2,3,4",Gymnasium,No,1971,Original Gym and Boiler Room,1971.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Very High,No,Low,Low
Renton,Lindbergh Senior High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,81.0,Yes,397.0,"Main Building - AA Areas 5,6,8-13,15-19",High School - Multi-Story,No,1971,Main Area,1971.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Yes,Yes,Very High,No,Low,Low
Ridgefield,South Ridge Elementary School,Elementary School - Rural,Moderate,Very High,Rock - Very Dense Soil/Soft Rock,Very Low,32.0,Yes,316.0,classrooms 108-109,Portable,No,2016,Main Area,2016.0,2003-Present,1.0,Portable Structures,,,Moderate,No,,
Ridgefield,South Ridge Elementary School,Elementary School - Rural,Moderate,Very High,Rock - Very Dense Soil/Soft Rock,Very Low,32.0,Yes,316.0,classrooms 110-111,Portable,No,2016,Main Area,2016.0,2003-Present,,,,,,No,,
Ridgefield,South Ridge Elementary School,Elementary School - Rural,Moderate,Very High,Rock - Very Dense Soil/Soft Rock,Very Low,32.0,Yes,316.0,classrooms112-113,Portable,No,2016,Main Area,2016.0,2003-Present,,,,,,No,,
Ridgefield,South Ridge Elementary School,Elementary School - Rural,Moderate,Very High,Rock - Very Dense Soil/Soft Rock,Very Low,32.0,Yes,316.0,Main Building,Administrative,No,1961,Main Area,1961.0,<1973,1.0,Steel Frame with Unreinforced Masonry Infill Walls,,,Very High,No,Low,Low
Ridgefield,South Ridge Elementary School,Elementary School - Rural,Moderate,Very High,Rock - Very Dense Soil/Soft Rock,Very Low,32.0,Yes,316.0,New (2014) Building,Classroom Building - Slabs On Grade,No,2014,Main Area,2014.0,2003-Present,1.0,,,,,No,,
Ridgefield,South Ridge Elementary School,Elementary School - Rural,Moderate,Very High,Rock - Very Dense Soil/Soft Rock,Very Low,32.0,Yes,316.0,Play Shed,Covered Play,No,1975,Main Area,1975.0,Unknown,1.0,,,,,No,,
Seattle,Alki Elementary School,Elementary School - Urban,Very High,Very High,Firm Soil,Moderate to High,92.0,No,,Main Building,Elementary School - Multi-Story,Yes,1954,Unit A - Main Building,1954.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Very High,Yes,Low,Low
Seattle,Alki Elementary School,Elementary School - Urban,Very High,Very High,Firm Soil,Moderate to High,92.0,No,,Main Building,Elementary School - Multi-Story,Yes,1954,Unit B - Main Building,1954.0,<1973,1.0,Concrete Frame Buildings with URM Infill Walls,,,Very High,No,Low,Low
Seattle,Alki Elementary School,Elementary School - Urban,Very High,Very High,Firm Soil,Moderate to High,92.0,No,,Main Building,Elementary School - Multi-Story,Yes,1954,Unit C - Main Building,1954.0,<1973,1.0,Unreinforced Masonry Bearing Walls,Severe,,Very High,No,Low,Low
Seattle,Alki Elementary School,Elementary School - Urban,Very High,Very High,Firm Soil,Moderate to High,92.0,No,,Main Building,Elementary School - Multi-Story,Yes,1954,Unit D - Main Building,1966.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Very High,No,Low,Low
Seattle,Bailey Gatzert Elementary School,Elementary School - Urban,High,High,Very Dense Soil and Soft Rock,Very Low,84.0,No,,Main Building,Elementary School - Single Story,Yes,1988,Unit A - Main Building,1988.0,1976-1985,1.0,Steel Braced Frame,,Yes,High,No,Low,Low
Seattle,Bryant Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Covered Play,Covered Play,Yes,1926,Covered Play - Modernized,2000.0,1997,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,,
Seattle,Bryant Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Main Building,Elementary School - Multi-Story,Yes,1926,Unit A - Main Building,1926.0,<1973,3.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Bryant Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Main Building,Elementary School - Multi-Story,Yes,1926,Unit B - Main Building,1926.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,,Very High,No,Low,Low
Seattle,Bryant Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Main Building,Elementary School - Multi-Story,Yes,1926,Unit C - Main Building,1931.0,<1973,3.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Bryant Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Main Building,Elementary School - Multi-Story,Yes,1926,Unit D - Main Building,2001.0,1997,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,,
Seattle,Cedar Park Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,56.0,No,,Main Building,Elementary School - Single Story,Yes,1959,Unit A - Main Building,1959.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Chief Sealth International High School,High School - Urban,High,Very High,Soft Soil,Very Low,86.0,No,,Gymnasium,Gymnasium,Yes,1970,Unit B - Gym,1970.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Chief Sealth International High School,High School - Urban,High,Very High,Soft Soil,Very Low,86.0,No,,Main Building,Classroom Building - Multi-Story,Yes,1957,Unit A - Main Building,1957.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Cleveland High School,High School - Urban,High,Very High,Rock,Very Low,92.0,No,,Building 2 (South Building),Classroom Building - Multi-Story,Yes,2007,Unit C - Building 2,2007.0,2003-Present,3.0,Steel Braced Frame,,,Low,No,,
Seattle,Cleveland High School,High School - Urban,High,Very High,Rock,Very Low,92.0,No,,Gymnasium (North Building),Gymnasium,Yes,2007,Unit B - Gym Building,2007.0,2003-Present,2.0,Steel Braced Frame,,,Low,No,,
Seattle,Cleveland High School,High School - Urban,High,Very High,Rock,Very Low,92.0,No,,Main Building,High School - Multi-Story,Yes,1927,Unit A - Main Building,1927.0,<1973,3.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Daniel Bagley Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,64.0,No,,Main Building,Elementary School - Multi-Story,Yes,1930,Unit A - Main Building,1930.0,<1973,2.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Daniel Bagley Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,64.0,No,,Main Building,Elementary School - Multi-Story,Yes,1930,Unit B - Main Building,1930.0,<1973,2.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Daniel Bagley Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,64.0,No,,Main Building,Elementary School - Multi-Story,Yes,1930,Unit C - Main Building,2020.0,2003-Present,3.0,Steel Braced Frame,,,Low,No,,
Seattle,Daniel Bagley Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,64.0,No,,New Gym and Covered Play Building,Elementary School - Single Story,Yes,2020,Unit D - Gym and Covered Play,2020.0,2003-Present,1.0,Precast Concrete Tilt-Up Walls,,,Low,No,,
Seattle,Emerson Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,91.0,No,,Main Building,Elementary School - Multi-Story,Yes,1909,Unit A - Main Building,1909.0,<1973,3.0,Unreinforced Masonry Bearing Walls,,,Very High,No,Low,Low
Seattle,Emerson Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,91.0,No,,Main Building,Elementary School - Multi-Story,Yes,1909,Unit B - Main Building,2001.0,1994,2.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Moderate,No,,
Seattle,Emerson Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,91.0,No,,Main Building,Elementary School - Multi-Story,Yes,1909,Unit C - Main Building,2001.0,1994,3.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,,Moderate,No,,
Seattle,Garfield High School,High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,83.0,No,,Main Building,Classroom Building - Multi-Story,Yes,1923,Unit A - Main Building,1923.0,<1973,3.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Garfield High School,High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,83.0,No,,Main Building,Classroom Building - Multi-Story,Yes,1923,Unit B - Main Building,1929.0,<1973,3.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Garfield High School,High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,83.0,No,,Performing Arts Center Building,Classroom Building - Multi-Story,Yes,1923,Unit C - Area G,2008.0,2003-Present,3.0,Concrete Shear Walls,,,Low,No,,
Seattle,Graham Hill Elementary School,Elementary School - Urban,High,Very High,Rock,Very Low,91.0,No,,Main Building,Elementary School - Multi-Story,Yes,1961,Unit A - Main Building,1961.0,<1973,2.0,Unreinforced Masonry Bearing Walls,Moderate,Yes,Very High,No,Low,Low
Seattle,Graham Hill Elementary School,Elementary School - Urban,High,Very High,Rock,Very Low,91.0,No,,Main Building,Elementary School - Multi-Story,Yes,1961,Unit B - Main Building,2004.0,1997,2.0,Steel Braced Frame,,,Low,No,,
Seattle,Green Lake Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,65.0,No,,Main Building,Elementary School - Multi-Story,Yes,1971,Unit A - Main Building,1971.0,<1973,2.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Seattle,Green Lake Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,65.0,No,,Main Building,Elementary School - Multi-Story,Yes,1971,Unit B - Main Building 2014 Addition,2014.0,2003-Present,1.0,Steel Braced Frame,,,Low,No,,
Seattle,Hawthorne Elementary School,Elementary School - Urban,High,High,Very Dense Soil and Soft Rock,Very Low,89.0,No,,Main Building,Elementary School - Multi-Story,Yes,1989,Unit A - Main Building,1989.0,1976-1985,3.0,Steel Braced Frame,,Yes,High,No,Low,Low
Seattle,John Marshall,Middle/Junior High School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,64.0,No,,Main Building,High School - Multi-Story,Yes,1926,Unit A - Main Building ,1926.0,<1973,3.0,Concrete Shear Walls,Moderate,,Very High,Yes,Low,Low
Seattle,John Marshall,Middle/Junior High School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,64.0,No,,Main Building,High School - Multi-Story,Yes,1926,Unit B - Main Building ,1926.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,Yes,Very High,No,Low,Low
Seattle,John Marshall,Middle/Junior High School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,64.0,No,,Main Building,High School - Multi-Story,Yes,1926,Unit C - Main Building ,1926.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,Yes,Very High,No,Low,Low
Seattle,John Stanford Int'l Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Elementary School - Multi-Story,Yes,1906,Unit A - Main Building,1906.0,<1973,3.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Very High,No,Low,Low
Seattle,John Stanford Int'l Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Elementary School - Multi-Story,Yes,1906,Unit B - Main Building,2000.0,1997,4.0,Steel Braced Frame,,,Low,No,,
Seattle,John Stanford Int'l Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Elementary School - Multi-Story,Yes,1906,Unit C - Main Building ,2000.0,1997,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,,
Seattle,Lafayette Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,91.0,No,,Main Building,Elementary School - Single Story,Yes,1949,Unit A - Main Building,1949.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Lafayette Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,91.0,No,,Main Building,Elementary School - Single Story,Yes,1949,Unit B - Main Building,1953.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Lafayette Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,91.0,No,,Main Building,Elementary School - Single Story,Yes,1949,Unit C - Main Building,1953.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Very High,No,Low,Low
Seattle,Lawton Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Main Building,Elementary School - Multi-Story,Yes,1990,Unit A - Main Building,1951.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Lawton Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Main Building,Elementary School - Multi-Story,Yes,1990,Unit B - Main Building,1990.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Moderate,No,Low,Low
Seattle,Lawton Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Main Building,Elementary School - Multi-Story,Yes,1990,Unit C - Main Building ,1990.0,1976-1985,1.0,Steel Braced Frame,,,Moderate,No,Low,Low
Seattle,Lawton Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Main Building,Elementary School - Multi-Story,Yes,1990,Unit D - Main Building,1990.0,1976-1985,2.0,Steel Braced Frame,,,Moderate,No,Low,Low
Seattle,McDonald Int'l Elementary School,Elementary School - Urban,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,No,,Gym,Gymnasium,Yes,1997,Unit D - Gymnasium ,1997.0,1994,1.0,Portable Structures,,,High,No,High,High
Seattle,McDonald Int'l Elementary School,Elementary School - Urban,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,No,,Main Bldg,Elementary School - Multi-Story,Yes,1913,Unit A - Main Building ,1913.0,<1973,4.0,Unreinforced Masonry Bearing Walls,,,Very High,Yes,Low,Low
Seattle,McDonald Int'l Elementary School,Elementary School - Urban,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,No,,Main Bldg,Elementary School - Multi-Story,Yes,1913,Unit B - Main Building ,1921.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,,Very High,Yes,Low,Low
Seattle,McDonald Int'l Elementary School,Elementary School - Urban,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,No,,Main Bldg,Elementary School - Multi-Story,Yes,1913,Unit C - Main Building ,1921.0,<1973,3.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,Yes,Low,Low
Seattle,Mercer Int'l Middle School,Middle/Junior High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,90.0,No,,Building 1,Middle/Junior High School - Single Story,Yes,1957,Unit A - Main Building  ,1957.0,<1973,1.0,Concrete Shear Walls,Moderate,Yes,Very High,No,Low,Low
Seattle,Mercer Int'l Middle School,Middle/Junior High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,90.0,No,,Gymnasium Building (Bldg 2),Gymnasium,Yes,1957,Unit B - Gymnasium (Bldg2) ,1957.0,<1973,1.0,Concrete Shear Walls,Moderate,Yes,Very High,No,Low,Low
Seattle,Montlake Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,72.0,No,,Main Building,Elementary School - Multi-Story,Yes,1924,Main Building Unit A,1924.0,<1973,3.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Olympic View Elementary School,Elementary School - Urban,Moderate,High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1989,Unit A - Main Building ,1989.0,1976-1985,2.0,Steel Braced Frame,Moderate,Yes,High,No,Low,Low
Seattle,Olympic View Elementary School,Elementary School - Urban,Moderate,High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1989,Unit B - Main Building ,1989.0,1976-1985,1.0,Steel Braced Frame,Moderate,,Moderate,No,Low,Low
Seattle,Olympic View Elementary School,Elementary School - Urban,Moderate,High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1989,Unit C - Main Building ,1989.0,1976-1985,1.0,Steel Braced Frame,Moderate,Yes,High,No,Low,Low
Seattle,Queen Anne Gym,High School - Urban,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,78.0,No,,Queen Anne Gym,High School - Multi-Story,Yes,1961,Unit A - Main Building ,1962.0,<1973,2.0,Concrete Shear Walls,,Yes,Very High,No,Low,Low
Seattle,Rainier Beach High School,High School - Urban,Very High,Very High,Very Dense Soil and Soft Rock,Moderate to High,91.0,No,,Auto Shop,Auto Shop,Yes,1967,Building has been demolished,1978.0,<1973,1.0,Portable Structures,,,Very High,No,Very High,High
Seattle,Rainier Beach High School,High School - Urban,Very High,Very High,Very Dense Soil and Soft Rock,Moderate to High,91.0,No,,Main Building,High School - Multi-Story,Yes,1961,Unit A - Main Building ,1961.0,<1973,2.0,Concrete Shear Walls,Moderate,,Very High,Yes,Low,Low
Seattle,Rainier Beach High School,High School - Urban,Very High,Very High,Very Dense Soil and Soft Rock,Moderate to High,91.0,No,,Main Building,High School - Multi-Story,Yes,1961,Unit B - Main Building ,1961.0,<1973,2.0,Concrete Shear Walls,,Yes,Very High,Yes,Low,Low
Seattle,Rainier Beach High School,High School - Urban,Very High,Very High,Very Dense Soil and Soft Rock,Moderate to High,91.0,No,,Main Building,High School - Multi-Story,Yes,1961,Unit C - Main Building ,1961.0,<1973,1.0,Concrete Shear Walls,,,Very High,Yes,Low,Low
Seattle,Rainier Beach High School,High School - Urban,Very High,Very High,Very Dense Soil and Soft Rock,Moderate to High,91.0,No,,Performing Arts Center,Auditorium/Theater,Yes,1961,Unit E - Performing Arts Center ,1998.0,1994,2.0,Steel Braced Frame,Moderate,Yes,Moderate,No,Low,Low
Seattle,Rainier Beach High School,High School - Urban,Very High,Very High,Very Dense Soil and Soft Rock,Moderate to High,91.0,No,,Voc/Tech Bldg,Skills Center,Yes,1967,Unit D - Voc/Tech Bldg ,1967.0,<1973,1.0,Steel Frame with Unreinforced Masonry Infill Walls,Moderate,,Very High,Yes,Moderate,Low
Seattle,Sanislo Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,95.0,No,,Main Building,Elementary School - Single Story,Yes,1972,Unit A - Main Building,1972.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,,Very High,No,Low,Low
Seattle,Sanislo Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,95.0,No,,Main Building,Elementary School - Single Story,Yes,1972,Unit B - Gym Building,1972.0,<1973,1.0,Concrete Shear Walls,Moderate,,Very High,No,Low,Low
Seattle,Sanislo Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,95.0,No,,Main Building,Elementary School - Single Story,Yes,1972,Unit C - Main Building,1998.0,1994,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Seattle,Sanislo Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,95.0,No,,Main Building,Elementary School - Single Story,Yes,1972,Unit D - Main Building,1998.0,1994,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Seattle,Schmitz Park (Temp old Genesee Hill ES),Elementary School - Urban,High,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,93.0,No,,Main Building,Elementary School - Single Story,Yes,1962,Unit A - Main Building,1962.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Seattle,Schmitz Park (Temp old Genesee Hill ES),Elementary School - Urban,High,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,93.0,No,,Main Building,Elementary School - Single Story,Yes,1962,Unit B - Main Building,1962.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Very High,No,Low,Low
Seattle,SW Interagency Academy (at former Roxhill ES),Elementary School - Urban,High,Very High,Very Dense Soil/Soft Rock - Firm Soil,Low to Moderate,96.0,No,,Main Building,Elementary School - Single Story,Yes,1957,Unit A - Main Building,1957.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Very High,No,Low,Low
Seattle,SW Interagency Academy (at former Roxhill ES),Elementary School - Urban,High,Very High,Very Dense Soil/Soft Rock - Firm Soil,Low to Moderate,96.0,No,,Main Building,Elementary School - Single Story,Yes,1957,Unit B - Main Building,1957.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Seattle,Washington Middle School,Middle/Junior High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,84.0,No,,Auto Shop Bldg,Auto Shop,Yes,1970,Main Area,1970.0,<1973,1.0,Steel Braced Frame,,,Very High,No,Low,Low
Seattle,Washington Middle School,Middle/Junior High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,84.0,No,,Main Building,Middle/Junior High School - Multi-Story,Yes,1964,Unit A - Main Building,1964.0,<1973,1.0,Precast Concrete Frames with Concrete Shear Walls,Moderate,Yes,Very High,No,Moderate,Low
Seattle,Washington Middle School,Middle/Junior High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,84.0,No,,Main Building,Middle/Junior High School - Multi-Story,Yes,1964,Unit B - Main Building ,1964.0,<1973,1.0,Precast Concrete Frames with Concrete Shear Walls,Moderate,Yes,Very High,No,Moderate,Low
Seattle,Washington Middle School,Middle/Junior High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,84.0,No,,Main Building,Middle/Junior High School - Multi-Story,Yes,1964,Unit C - Main Building ,1964.0,<1973,2.0,Precast Concrete Frames with Concrete Shear Walls,Moderate,Yes,Very High,No,Moderate,Low
Seattle,Washington Middle School,Middle/Junior High School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,84.0,No,,Main Building,Middle/Junior High School - Multi-Story,Yes,1964,Unit D - Main Building ,1964.0,<1973,1.0,Precast Concrete Frames with Concrete Shear Walls,Moderate,Yes,Very High,No,Moderate,Low
Seattle,Wedgwood Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1954,Unit A- Main Building,1954.0,<1973,1.0,Reinforced Concrete Moment Resisting Frames,Moderate,Yes,Very High,No,Low,Low
Seattle,Wedgwood Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1954,Unit B - Main Building,1954.0,<1973,1.0,Reinforced Concrete Moment Resisting Frames,Moderate,Yes,Very High,No,Low,Low
Seattle,Wedgwood Elementary School,Elementary School - Urban,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1954,Unit C - Main Building,1954.0,<1973,1.0,Concrete Shear Walls,Moderate,Yes,Very High,No,Low,Low
Seattle,Whitworth (Orca K-8),Elementary School - Urban,High,High,Rock,Very Low,90.0,No,,Covered Play,Covered Play,Yes,1989,Covered Play,1989.0,1976-1985,1.0,Steel Light Frame,,,Very High,Yes,Moderate,Moderate
Seattle,Whitworth (Orca K-8),Elementary School - Urban,High,High,Rock,Very Low,90.0,No,,Main Building,K-8,Yes,1989,Unit A - Main Building,1989.0,1976-1985,3.0,Steel Braced Frame,Moderate,Yes,High,Yes,Low,Low
Seattle,Whitworth (Orca K-8),Elementary School - Urban,High,High,Rock,Very Low,90.0,No,,Main Building,K-8,Yes,1989,Unit B - Gym,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,High,Yes,Low,Low
Seattle,Whitworth (Orca K-8),Elementary School - Urban,High,High,Rock,Very Low,90.0,No,,Science Greenhouse Annex,Science,Yes,2009,Greenhouse Annex,1989.0,1976-1985,1.0,Steel Braced Frame,,,High,No,Low,Low
Shaw Island,Shaw Island School,K-8,Moderate,High,Rock,Very Low,50.0,Yes,1674.0,Admin/RR Building,Administrative,Yes,1952,Main Area,1952.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Shaw Island,Shaw Island School,K-8,Moderate,High,Rock,Very Low,50.0,Yes,1674.0,Intermediate Classroom Building,Classroom Building - Crawl Space,Yes,1992,Main Area,1992.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Shaw Island,Shaw Island School,K-8,Moderate,High,Rock,Very Low,50.0,Yes,1674.0,Primary Classroom Building,Classroom Building - Crawl Space,Yes,1902,Main Area,1902.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Shelton,Bordeaux Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,94.0,Yes,,Main Building,Elementary School - Single Story,No,1955,Main Area,2003.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,Yes,Low,No,,
Shelton,Bordeaux Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,94.0,Yes,,Main Building,Elementary School - Single Story,No,1955,Main Area,1955.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,Yes,Very High,No,Low,Low
Shelton,Bordeaux Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,94.0,Yes,,Main Building,Elementary School - Single Story,No,1955,Main Area,1955.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,Yes,Very High,No,Low,Low
Shelton,Bordeaux Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,94.0,Yes,,Main Building,Elementary School - Single Story,No,1955,Main Area,1959.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,Yes,Very High,No,Low,Low
Shelton,Bordeaux Elementary School,Elementary School - Urban,High,Very High,Very Dense Soil and Soft Rock,Very Low,94.0,Yes,,Main Building,Elementary School - Single Story,No,1955,Main Area,1959.0,<1973,1.0,Concrete Shear Walls,Severe,Yes,Very High,No,Low,Low
